0,1,2,3,4,5
STT3B,AC092279.1,AL451069.2,TTC21B,PCDHGA9,PFAS
TIGD5,SLC9A7,AP000640.2,PDPK1,C2orf73,WDR83OS
NCALD,SH3PXD2B,Z73429.1,ICA1L,AC107419.1,IGF2BP2
FAM98B,RBM48,LRCH2,AP005329.3,AP000692.1,PLXNA1
TSC22D1,PRPF8,SPINK1,ELP4,IFFO1,FAM98B
NIN,KRT8,AC016722.1,ZBTB24,SMG7-AS1,GHITM
ZNF227,TIMELESS,PRCD,AL096701.4,LRRC4,MOB2
KANSL2,UBL3,LINC00330,KLHL2,SCAT1,NDUFAB1
TM2D1,ZNF267,SPAG5-AS1,SLC25A12,LIPC,JOSD1
SHQ1,RECQL4,AL117329.1,C19orf12,ZNF506,GTF2H2C
NOTCH1,WASHC4,FSCN2,CIB2,SFTPD,DDX42
AMN1,AC048341.1,DNAH2,REV3L,AC135050.3,PLAUR
DCLRE1A,ACADM,NARF-IT1,ZNRF2,KRT17,MED9
CEP250,MOV10,AF106564.1,TAGLN2,BX546450.2,METRNL
SPICE1,ANKRD13C,AC090510.1,SLC12A9-AS1,WASIR2,PARD6A
KLHL18,COX20,SPAG17,C1orf74,AL355297.4,SNTB2
LRRC27,ZNF12,CUX2,CAPN10,AC024940.1,RWDD3
AP006621.3,CCDC138,AL157813.1,CPT2,AC087521.2,STIMATE
ANKMY2,HEATR3,AL391832.3,SGPP2,AC012640.4,MYO1E
PPP1R12C,NUS1,AC107959.2,GABPB2,AC019080.6,P2RY6
CGAS,CAND1,TUBB1,AL133351.1,U47924.3,CLK2
SPRTN,DUS2,AC002074.1,NUDT12,AL354824.2,NDST2
CLCC1,CBX2,AC087468.2,WRAP53,AL590807.1,AIFM2
ECHDC3,HIST1H2BJ,AC073349.1,KNTC1,ADAMTS13,ACCS
RAD51,TSPAN17,LINC00595,LRRC28,RUNX2-AS1,BNIP3
ANO6,RNPEPL1,AC072039.2,TTBK2,AC092650.1,SMARCC1
RIBC2,RAD9A,AC133644.2,ULK2,AC024560.1,EMC10
AC067852.2,FAM168A,TRIM55,CPLANE1,LINC01301,MCRS1
C17orf80,FEN1,ZDHHC19,AL118506.1,AC096537.1,AP2A2
ZNF22,ADAM17,AC104126.1,ZNF621,AC026368.1,SHROOM3
PICK1,RNF166,ZIC1,LMO7,AC100788.1,CEP170B
GALNT14,EIF3A,NLRC3,AL138762.1,AC096861.2,SMCR8
RAP1GDS1,C3orf80,MORN5,TBC1D1,SCIN,ALAD
ZNF358,CSTF1,MYOSLID,SENP2,NECTIN3-AS1,RXRB
HOXA-AS2,CDK19,TSGA13,SYNPO,SERPINA5,MUC13
IMMP2L,LIG1,TMEM232,SMIM8,WNT11,ABL2
FRYL,INTS2,MMP19,RAP2C,PRNCR1,YLPM1
OAF,LRRN2,AC004232.1,DUSP8,AC018695.6,RASSF8
IRAK4,RBBP9,AC007546.1,C11orf45,AC005014.2,ATP11A
HYKK,RHCG,ZNF84-DT,PPARGC1B,HOTAIR,CLIP4
PIM1,RPL39L,AC013275.1,PIM2,SPON2,FKRP
TBC1D23,ZNF134,AC073569.3,CKMT1B,ITGA7,CNKSR3
LYPLA2,GLIDR,AL121832.3,ARNT,WNK3,DOCK5
C5orf63,DDX20,ESPN,C8orf58,AL049840.6,ZNF511
IQCD,SMG9,AC125616.1,ZNF430,AC003070.2,RBM48
STX16,P4HA1,ADHFE1,WASF1,RYR3,MFSD5
NPRL3,POMT2,OR4M2,OXSR1,AC092053.3,PPP1R10
ZC3H4,POLR1B,ST3GAL5-AS1,AL163051.1,AP003717.4,TRAF4
C9orf85,PKN2,AC005482.1,MTFR2,AC068234.2,NUDT8
CIAO3,PIP4K2C,AC004948.1,ZNF562,PTAFR,AMPD2
AGAP2-AS1,NUDCD3,AL591721.1,CNPPD1,AC114763.1,FZD8
CD63,CEBPZ,AL645933.3,CDCA4,GPR137C,PLK2
SP110,MYO5A,AL035446.1,TSC22D4,CBLN3,HARS2
METTL6,MKNK1,Z98884.2,GPR180,AC243830.2,ATP6V0E1
C4BPA,SLC31A1,VEPH1,LGSN,AL390195.2,KIAA0930
ATP9A,NID1,FSTL5,DHX9,KCNMB2-AS1,MEX3A
PNPLA8,JMY,LYPD6B,AL135905.2,AC005041.3,AC018521.5
VWA1,AL096870.8,AC015802.4,SEC24B,AC244153.1,NTAN1
CCSAP,CHUK,CADM3,ICK,AC123768.3,B4GALNT4
CXorf38,BBIP1,TINAGL1,TAOK2,AP002784.1,SUOX
TRIP11,SPATA5,C1QTNF4,SDS,CLTRN,C2CD3
GTPBP3,RARB,AC009961.4,HOXD8,PLXNC1,KIFC2
RYK,ESYT1,NCF1,CFAP65,LINC01410,LRRIQ1
CMTM3,ITSN1,AC106782.5,TRMT2B,AC011933.2,SAP30BP
SNHG11,DPAGT1,MIR663AHG,PTPRU,AC092720.2,PBXIP1
LINC00623,ZNF629,RAPGEF5,FANCM,AC026704.1,PPP1R14B
CEACAM1,TXNL4B,KCND3,CSF1,TTC12,PAWR
WIPF1,MSL1,LAMA1,AL162253.2,PCDHA13,PRKAR1B
NKRF,SEH1L,AL023881.1,RNF41,S100A5,DEPDC7
INTS3,RDH11,WDR97,HORMAD1,TCF24,CYB5A
ZNF394,PGBD2,REC8,BTBD11,AC005697.2,MXRA7
KDM5C,RAB30-DT,AL450384.2,BCAP31,AP001783.1,RNF157
MAGIX,SUPV3L1,MKRN3,ARHGEF16,AC013565.3,PHLDB1
CEP152,LDLRAD3,C19orf38,USP30,FBLL1,OSBPL10
DDX6,ZNF771,AL049830.3,PARP14,AL133335.2,ZNF775
SPRED2,DHX36,TMEM154,ELOVL4,RERG,DCAF4
BMPR1B-DT,NPR3,AC027288.3,INPP5B,AC084782.1,C12orf4
QRSL1,PNPLA6,NEXN-AS1,NUP160,AC092445.1,AFAP1
SYNGR1,ATAT1,LINC02804,SYF2,AC000065.2,OLFML3
PIGQ,POLR2D,AC136475.1,METRNL,LINC02377,SMURF2
OLFM2,ZFAND1,AC005632.6,RBM34,KCNH1-IT1,PSMG3
BEND7,PRC1,APOD,POLDIP3,TRAPPC12-AS1,MSC
KLC2,NXF1,AC005005.4,CKS2,AC080013.3,RAB40C
MAD2L1BP,SPATA7,ZNF429,C2orf27A,CLDN9,PEX14
LARP6,FBXL3,CCDC87,KIAA2026,AL021707.1,THOC2
ARHGAP32,PI4K2A,AC002044.1,RIPK1,AC005037.1,KDM4A
RUFY1,RRAGB,AC113143.3,C11orf80,ARL10,MYO1C
GAA,ABCF1,SLC5A11,SLC35B3,MRTFA-AS1,POLR2E
OXSM,C5orf30,AC016957.2,NAB2,SCEL,MAN2B2
CHM,MCMBP,PCDHGB6,TAF7,AL139023.1,DTX3L
RBM19,FUZ,C6orf163,WT1,AC069234.2,RPS14
REV1,ZNF585A,FAM242C,GRPEL2,AC008147.2,AC008608.2
C4orf46,KIF27,BX664727.3,BLM,AP001033.1,ATP6V1F
MPP5,TRAPPC2B,ALPK3,PEX1,AC106028.3,ZNF322
FKBP14,TBC1D16,SYTL5,ABHD13,AC110615.1,RBM6
SRPRA,CCSAP,AL008727.1,DLG1,AC023813.3,DCAF8
PKMYT1,DCTN6,CDH1,PIM1,ZNF793,KCMF1
BIN3,BCL2L1,AC024560.1,ALMS1,AL358075.2,RBKS
G3BP1,WASF1,ATP6V1FNB,RSPH3,AC012676.4,DYNC1LI1
PEX11B,VAV2,AL035458.2,BRMS1L,AC010999.2,HAUS2
MMUT,ALDH3B1,AC068234.2,SMC3,AL356234.2,ZNF33B
TRIP10,MEPCE,NBPF26,GNAL,AL360178.2,RAB15
C19orf47,CENPM,WASIR2,ZNF76,KCNH2,PTPRM
A4GALT,GDAP2,AC010761.1,WWOX,AC069243.1,SLC35A5
DHRS1,BBC3,WNK3,GSKIP,RCAN3AS,GIGYF1
RBPMS-AS1,TMEM208,DSCR8,RAD51B,CNGB1,AKAP10
INTS5,RIPK1,LINC01405,BCO2,AF213884.3,HSD17B11
ZBTB4,NAV3,AP000692.1,IPP,WWC2-AS2,WASF1
B4GALT7,PYCR2,AC132938.3,KHDC1,TOX,ARL6IP6
MGAM,C12orf49,AC008280.3,PLPP6,CAPN3,ARHGAP18
SLC25A35,RNF149,RUNX2-AS1,CST1,DSCR9,ZNF592
RBMS2,SMIM3,PLXNC1,KIAA1324,PAN3-AS1,MFSD14B
APLP1,CEP350,AC024940.1,TAF2,AC026367.3,BTG2
DONSON,BCL7A,AL390195.2,MED20,INSYN2A,POP4
MYH10,TSTD2,AC092053.3,ZNF213,LUNAR1,MRPL52
CCDC66,CTDP1,AC012640.4,SPINDOC,AC010245.2,TMEM185B
DICER1,RASSF2,AC005041.3,NCDN,AL645608.4,ZNF337-AS1
AL136038.5,MYL5,SERPINA5,STOML1,ITGAM,CACNA1G
RFX1,RPN1,IFFO1,YTHDF3-AS1,LAD1,UBQLN4
TBC1D5,EPHB4,RAPGEF4,ZSCAN30,ANKRD34A,BRPF1
DSG2,KCTD20,GPR137C,EPS15L1,AC008264.2,RSBN1L
RBSN,TVP23C,AL049840.6,ZBTB41,AP000880.1,NUDT7
PPP1R37,GAA,NECTIN3-AS1,DDIT4L,PLBD1-AS1,TOMM6
RDM1,HMBOX1,WNT11,CKAP5,AC006525.1,MTPN
LGMN,SAR1B,LCMT1-AS1,PRDM5,AC093849.4,KDM4C
RFX7,PIK3C3,MAP3K7CL,CTNS,AP002840.2,ACTB
NRM,FOPNL,TMEM88,PPM1L,MCIDAS,PRKCZ
AC145207.5,AL161431.1,LINC00311,SCN1A-AS1,COL3A1,FOXA1
EHD1,NCAPH2,AC092118.2,LINC01006,AC007336.1,KIAA0408
ICK,ZNF264,MATN1-AS1,RABEPK,AC011471.2,SNRPC
QARS,DNAJC11,AC092140.1,PIGA,HIST2H3D,SH3PXD2A
TCEA2,PKNOX1,AC099332.1,AL591069.1,NOTCH4,EML3
ARHGEF26,VSIG10L,SSTR2,SKP2,AC093627.4,SYCE1L
FBXL3,KANSL1-AS1,AC007686.3,NUDT6,AC099518.2,GFOD2
AKAP7,GALK2,AC004466.1,KITLG,GCC2-AS1,ATP8B1
TUT7,SCRN3,AL357079.1,C4orf33,AC108925.1,SRPRA
JMJD4,CSPP1,NTN5,WNK1,LINC01424,ZDHHC4
TBC1D17,DDX41,NOG,WDR53,AL596244.1,PRPF40B
UBXN6,ADAM9,FAM218A,PARP9,PSCA,ELF2
SLC6A6,KIFC1,AC018648.1,SMYD2,DLG2,OLMALINC
RPRD1B,VASH2,AURKC,RANBP6,AL354813.1,IL17RC
ICAM3,AC104695.3,AC073957.2,AC046134.2,LINC01638,PHF23
FAM193A,ZBTB2,ABCB1,BRD3OS,FAM78B,ABCA3
MED9,FAM171A2,AC105219.4,OAZ3,AL359921.1,FAT1
C17orf97,DNAH14,NEFH,CYP20A1,AL589986.2,CEP290
RC3H2,IFRD1,RAPGEF3,HYKK,ZNF572,PALM
TBX2-AS1,BUD13,PCDHB6,SHH,GP1BA,HNRNPU
PIGW,OTUD7B,AL512791.2,MPP5,AC092153.1,TSHZ1
REST,AEBP2,MASP2,LTN1,AC136297.1,LARP1B
SETD1B,ZNF518B,DDIT4-AS1,TBL1XR1,AL359834.1,EAF1
CTSB,C1orf198,AL356489.2,TMEM8B,DOCK3,PTPN18
ALG1,MFSD11,DOC2B,FDXACB1,MINAR1,SMPD4
TAF1B,SMCHD1,AC069224.1,FAM169A,LY6D,ISCU
CTDSPL2,CEP70,RBM44,TIGD6,AL359715.3,PPP1R21
PLAGL2,KMT2D,RGMA,CDC26,SPATA4,SND1-IT1
ERBB2,PDE7B,LINC00243,ARF6,SLX1A,BIRC3
PRMT3,PNPLA2,PPFIA4,UHRF1,AC011317.1,CACNA1H
CFAP300,ZFYVE19,BPIFB1,CCDC43,AL353135.2,ATG2A
FAM160B1,SUSD1,RRS1-AS1,PLCH1,AC246785.3,WDR92
BRD3OS,PUDP,AC126755.2,SCNN1A,SOX2-OT,CDC25C
TCTA,PACC1,C1orf162,TARID,ATP6V0A4,ADSSL1
PHF12,NRM,AC124283.3,AL162386.2,SLC2A9,NDUFAF3
SLC2A8,UBQLN4,KIF4B,EMC1,MYLK2,TMEM64
BAP1,PPP2R1B,AC097369.2,SH3BP1,AC125494.2,TUT1
MIB2,ZDHHC5,SLC13A2,AC119673.2,MAP4K1,ZNF789
ING5,AASDH,CD1D,HCG11,ARL14,AMZ2
CACNG6,ALS2,HDAC2-AS2,STRAP,HPCA,ALDH4A1
SLC35A2,MICA,PPP1R27,PCAT19,FXYD1,LRCH1
SNX11,LAYN,AC112236.1,L2HGDH,AOC3,AMOTL1
FOXN2,ST3GAL4,GGT1-1,MIER1,SHC4,RDH5
PIGG,GATB,AP001107.2,AL136962.1,LINC02600,PIP4P2
LINC02802,FARSA,TMEM179,AC079922.2,LINC01752,AL359636.2
LEMD2,SRRM3,AL163952.1,NME1,STYK1,GLDC
CHUK,STT3A,GNMT,AC240274.1,KDM5C-IT1,EIF5
SMPD2,CTIF,AC022101.1,RBKS,SERPINA6,HYI
FZD6,DHDDS,AC002550.1,FBXW8,AC020558.1,FANCC
HES1,PSAT1,PRIMA1,MIR1915HG,AL021807.1,MED18
SETDB1,CASC15,AL031668.2,AC058791.1,AL031055.1,GYS1
LARP1B,EIF1AY,CSRNP3,SH3BGR,HBB,SPTAN1
CES2,MPP2,AC106900.1,LINC01232,ATP8A1,GEMIN4
SCRIB,COQ10B,ACRBP,FKRP,AC108519.1,ATG13
LSM14B,APLP1,AC008443.6,ALDH5A1,AC007250.1,TMEM164
STBD1,GTF3C3,CPLX1,RXRB,AP002336.1,AL365203.2
SPPL3,NCAPH,GRAMD1C,UBAC2-AS1,SSPO,SLC12A5
PBRM1,GXYLT1,ZNF20,C2orf69,CXCL12,AL133476.1
NR5A2,CPSF1,TAT-AS1,C16orf70,KCNQ5-IT1,TRIML2
GPALPP1,INVS,AC092119.3,AKAP11,LINC00525,CALCOCO1
TASP1,OXSR1,IL6R,SFXN5,AL356776.2,DTD1
HEATR3,SGCA,MIAT,TBRG1,ISM1,EIF4EBP3
TCF19,PTGFRN,ABCC8,Z83843.1,AC129507.2,VAMP7
AGFG2,PEX16,AP002833.1,BHLHE40-AS1,AC019069.1,OSBPL11
ILVBL,SIRT1,SYT5,LAMA3,IDO1,SEMA6B
UBE2L6,MECR,AKT3-IT1,ABHD8,AL096828.3,SCAMP1
FAM83G,SNIP1,TSPOAP1-AS1,SFT2D3,AC025682.1,DENND6A
SHISA4,POFUT1,CYS1,MGA,SLC44A5,SMG5
ASH2L,TAF8,LINC00397,LRFN1,AC010735.2,KPNA1
MTMR4,R3HCC1L,AP001160.1,HNRNPH2,AC027271.1,PALB2
MKNK1,INPP5K,TMEM220-AS1,AGGF1,GALNT9,CACNB3
C21orf58,TMEM127,AC012063.1,DOC2A,AC079145.1,DCTD
KBTBD7,CMTR1,NPY1R,PHRF1,STAR,MAP3K14
HELZ,YTHDC2,AC012313.8,ZSCAN12,AC011815.1,PBX2
HPS6,RINT1,ADM2,RNASEH2A,SLC47A2,CCDC97
PAPSS1,PDE4B,AC012485.3,CELSR2,CCDC160,WDR48
ABHD8,PLOD3,PCDHGA6,SHANK2,AC090181.2,ACADS
SGCB,C11orf71,RNF180,OPLAH,LINC01134,CUTC
ASCC3,EIF5B,AC005081.1,GLIS2,CEACAM16,ACTR5
FOS,COL4A5,AC022613.2,PARG,AC004837.4,SMAD4
STX4,RBM38,AP003059.1,DLG5,PCDHGC3,NECAP1
C17orf67,LARP1,SPTB,ONECUT2,GAP43,SLC25A45
SOS2,RUFY3,EIF2AK3,RBM41,PTGER2,MAP2K4
CCNO,RASSF8,ITGB2,KLF16,LINC02450,SLC25A4
GPX3,THUMPD2,AL359711.2,DDR1,TMEFF2,CAPNS1
SMAD6,CCDC84,HAR1B,KLHDC10,AC002429.2,PCBP4
AL451165.2,SLC35A2,ZNF341-AS1,SLC7A6,CERKL,RCE1
TRIM7,RNF26,CILP,ZNF710,AL121895.2,BMPR1B
SLC41A1,CRLF3,KCNJ5,DHDDS,AC118553.1,LTBP1
PRKAA2,ATG4C,KLRC3,DDX11,SOBP,AMDHD2
RASSF6,DNAL1,LINC002481,ZC3H7B,NGF,ZNF287
TRIM59,CDK8,ABCG4,DYNLL2,AC005696.4,PHKA2
NCOA3,CCDC189,AL096794.1,AASDH,LRRC74B,ERICH5
PYROXD1,NT5C,FAM49A,ZNF655,AC118344.1,TEAD1
NFRKB,SMC5,AC009318.1,NUDT13,TENM2,ALG2
SETX,TRMT10B,LINC01742,EXOC8,AL137077.2,ORMDL1
NPHP3,ATXN1,AC005775.1,PEX11G,AC120114.1,NANP
MPND,SPRTN,AL137796.1,CCDC71,LINC01271,PLSCR1
DMXL2,ARL6IP6,C1orf105,TMEM64,GDF6,ALDH2
TMEM167B,FBXO46,ADAMTSL3,LANCL2,KIF6,CCDC125
ZBTB7B,PTPN18,AC010896.1,BIRC3,AC009812.1,PML
MARK3,CDKN2AIP,AC092919.1,CDCP1,PRICKLE4,NDUFV3
CEP19,AGL,ZNF808,WASHC2C,BATF2,ZKSCAN5
MORN4,EEF1AKNMT,SPTSSB,DEDD,AL009176.1,GSDME
FOXP4-AS1,HOMER2,ASB2,DLK2,SPINT1-AS1,CDK12
PPWD1,SLC25A10,AC129492.4,ZNF143,NAT16,CCDC138
KNTC1,RECQL5,AC016405.3,LINC02593,AC115284.4,AP001453.3
AC083799.1,MBD6,ELN-AS1,KRT4,KIF25-AS1,AP003774.2
LIN54,TMEM39A,DDX39B-AS1,RNF168,TLR1,AC010491.2
RAB11FIP5,TUBG2,CCR6,TDO2,SBSPON,AL591767.1
SLC27A4,OGFOD2,AC112770.1,FBXO21,IKZF2,MIR7-3HG
ENKD1,AC016876.1,TEPP,LINC02331,AC087752.3,SPANXN5
UXS1,DEDD,AC135457.1,DCUN1D4,PTGS1,TLR2
NAT14,ANKS3,AL451069.3,TTC38,AC007529.2,AC093599.2
UVRAG,WDFY3,CDH8,MARC2,AL023803.1,AC012640.3
ZFX,DGKA,AL138831.2,MREG,SERF1B,FRMD6-AS2
PPP1R9B,ILRUN,AL354892.2,GAS6,AC114956.3,AC099796.2
CENPT,HM13,Z97055.2,RARG,CPN1,XAGE3
CABLES1,C17orf67,SYN2,FMR1,HCG14,NUDT10
KIFC1,ERLIN2,PCDHA6,AC034243.1,AP003392.5,AC139149.1
MFN2,CERS5,IGF2,PRKG1-AS1,RHPN1-AS1,DIO1
PDE7A,AP5Z1,AARD,ZNF343,AC021701.1,AC095055.1
RCOR1,PPP1R3C,AC009133.4,BMPR1A,SOAT2,AL031963.2
ERLIN2,MLH3,LINC01209,CASP7,ODC1-DT,AC020612.4
FAM24B,TRABD,CCDC183-AS1,GTF3C1,ZNF311,FO393418.1
TTC8,FAM193A,AC090948.3,RIOX1,PACSIN1,AC110813.1
TRAK2,IVD,CACNA2D3,MAGED1,AC008676.1,AL035603.1
S1PR3,FRMD6-AS1,RFPL2,GOLGA1,TERC,AL355483.1
HECW1,SGO2,AC006387.1,RELL2,TCTEX1D4,AC008121.2
CHIC2,ODF3B,LINC01513,MICU2,APC2,Z95114.2
ACVR1B,ANXA8L1,JAKMIP2,PHOSPHO2,AC096772.1,GLIS1
TASOR2,SLC22A4,NAALADL2,AL450998.2,PPP1R32,AC020658.5
PTAR1,CAPN5,AC012508.2,TMEM69,AC015921.1,NWD1
KANK2,CHERP,HAVCR2,IPO8,AC025171.4,LINC00343
RBM4B,NSD1,VSIG1,SPATA6,NKX3-2,GPR176-DT
NCOA6,PHTF2,SLC44A4,LINC02482,KIF25,SHISA3
ILK,RFT1,EPHX3,RFESD,AC010422.2,TMEM200B
AC006333.2,RAB2B,AL109946.1,HOXB-AS3,DNAJB13,AC124319.2
PWWP3A,DLAT,AC005785.1,TTLL7,AC016876.3,AC008894.2
MPV17L2,ABCD4,AC108448.3,DPP8,PRKCZ-AS1,ROR1-AS1
AC092821.3,ARRDC1-AS1,AL512604.3,CAMK1D,AL732292.2,LINC02736
PRKACB,MCM5,PRDM16-DT,BCL2L11,HOTTIP,AL009181.1
EIF2D,CHSY1,NOXRED1,MMS22L,AC010997.4,LINC01254
KRBOX4,MOCS3,DUSP13,CPS1-IT1,BMP7,LINC00518
AP001816.1,POU2F1,FRMPD2,AC026785.3,AC091152.2,AC046130.2
ZNF567,SCG2,LINC01231,PSME4,AL391422.4,GALR3
CHRNA5,CXCL5,NXPH3,PPM1K,ZNF471,AC034223.2
GNB1L,WDR60,SPINK4,USP38,AC025154.2,AL138789.1
CCNT1,SH3BP5L,AL731702.1,ZNF222,AC116036.2,FAM155A
FAM118B,CPE,AC009108.3,ANKRD49,THRB-AS1,AC027607.1
B3GALT6,TRUB1,SCARF1,TAF9B,AC087393.2,CASQ1
DYRK1B,TFDP1,AC107027.1,HIP1R,AC063960.2,ATP1A4
C4orf33,SUMF1,AL672310.1,BCKDHB,AC006027.1,C12orf74
ZSWIM9,MRS2,AC004895.1,SPAG4,AL390195.1,TSPAN11
MUL1,LYPLAL1,AC108479.3,HIST1H3J,PCP4,AC087741.2
TMEM184C,PRR5,ZNF85,CDC37L1-DT,AC022126.1,AL357497.1
ZNF530,ZFP14,GNGT1,LINC00923,FHAD1,TXK
CREG1,UNC50,PAGE1,AP3M1,C1orf226,AL049838.1
MT1F,SNX21,AC087392.3,SLCO4A1,CNTD2,AC078962.1
AC002467.1,ZBTB33,AL513321.2,HOXA7,EFCAB6,LINC01979
SGMS1,NUDT15,AL139124.1,NR1H4,LINC00602,ZNF157
ZFP64,CNOT11,MSMB,UGGT1,PLEKHG1,LINC02397
RAB3GAP2,UCHL1,AC027612.5,CNNM4,RIPPLY1,AC099794.1
CHSY1,PLEKHH3,CATIP,MARK3,FAM83C-AS1,F13A1
FBXO34,FAM76A,AC020978.7,CLN5,CCDC170,PCDHGB4
ZNF786,EFCAB11,LINC01476,AC005523.2,JAM3,AP005432.2
LANCL1,BTD,AL157756.1,AC092718.4,TMEM217,ANP32D
CROT,ERCC3,TMED6,MRPS2,TNRC6C-AS1,LINC02724
TTC28-AS1,MAU2,U62317.1,CCZ1B,AL603756.1,AL450332.1
ENO2,CACNA1G,C8orf31,RNFT2,AC084824.5,RXYLT1-AS1
F12,SPRY2,AC067930.2,SLC9A1,CHRNA3,AC024592.2
TMEM159,BTG2,PITX3,AC008875.2,C17orf82,AC037198.2
ATG4C,DNAJC25,KCNIP2-AS1,PDE7A,IFI44,CLVS2
PKP2,IFT140,FAM9B,FOXJ2,AC104964.3,RFX6
CAB39,HTR1D,IL17B,YEATS2,AGT,AL138831.1
TOP1MT,NUDT8,AC091181.2,CES3,DNAAF1,AL136309.2
GOLGA5,ZCCHC10,AC138627.1,THG1L,AC125437.1,PCDHGA3
UBR4,HERPUD2,NPIPB15,NHLRC3,UVRAG-DT,AL022097.1
KRT4,GAS6,KLK2,BX284668.5,SCRG1,AL136307.1
WDR59,AP003307.1,LINC00640,HIF1A-AS1,AANAT,AC073655.2
LINC02506,CRYZ,AC011466.1,METTL2A,ZBP1,ADAMTS4
RNF168,FABP6,AC020934.1,GLB1L,AL133523.1,AC127496.5
BTG2,KIF14,AL137060.3,RPAP2,AL133367.1,FP325335.1
SSBP3,MMP28,AC127024.4,HLCS,AC098617.1,AC127496.6
SLFN13,PCOLCE,AC093484.3,PER2,SYNGAP1-AS1,LINC02800
RALY-AS1,VPS26B,PLAAT1,NRAD1,GUCY1A2,AL591806.1
SLC39A11,RAB35,PSTPIP2,RBM48,RSF1-IT1,AC112236.3
SLC25A45,GRIPAP1,AC137834.2,AC008443.1,CYB561D2-1,AC025031.2
TMEM104,ZNF800,AC099489.1,NOP2,ADH1C,CIB3
GZF1,SNX10,KHDC1L,SPIDR,TG,PCDHGB2
LPCAT1,MYO9A,RPGRIP1,SMARCB1,ODAPH,ANGPTL3
CPSF4,GZF1,AC080112.4,INTS4,DOK7,AL357054.3
BMPR1A,AC012146.1,AL136295.6,IGHMBP2,IL4I1,SMIM41
SYT13,COG1,AC025754.2,PLS3-AS1,LINC02783,Z95114.1
TRMT61B,WIPI1,AL360020.1,KIAA1586,AC004816.2,GRM1
C5orf22,HPS5,SPATA9,C11orf98,AC011450.1,SNHG18
SPC24,MARK4,NAGPA-AS1,CHST10,AC132938.6,AC073487.1
FUZ,ATXN7L3,GLI3,LRATD2,TMEM173,AP001020.1
CDYL,PTK7,GLRA3,ADAM23,AC002076.1,MIR4307HG
ARHGEF7,SLC35E1,AP001094.3,ZBTB3,AP000320.1,AC019193.2
MEIS2,XPNPEP3,SPATA3-AS1,AC009061.2,KCNA7,OR6C75
CCDC57,BMPR1A,TMEM269,PIEZO2,AC005899.6,PDE1B
FBXO45,CARD10,AC244093.3,GOLM1,AL353743.2,ONECUT3
GASK1B,CNOT1,AC006237.1,WDR59,LINC01426,SELL
PNKP,APTX,GRASP,AC006460.2,AP005137.2,AC018521.6
MOB3A,TOP3B,LINC01887,AL355075.4,AC016134.1,RNF212B
GTF2H4,DHRSX,AL591848.4,ZSCAN16,PRDM12,AC034229.1
MED18,PPP2R5D,SULT1E1,LMBR1,AC068987.1,AC097505.1
MLXIP,TOM1L2,AP001107.5,GHDC,AC005041.4,AC005005.3
NMRK1,AC067852.2,ANKRD30B,UTP15,BX323046.2,AC034102.3
FBXW9,ZBTB11-AS1,DUSP26,NECAP1,AC010148.1,AC093801.1
ATL2,INPP5E,KCNQ4,LINC00857,SLC1A2,KCNIP4-IT1
GJC1,MANEAL,NPB,SLAIN1,KCNJ2-AS1,PFN3
MSTO1,KHDC1,AC003101.2,PCNT,AC137695.3,AC005786.2
ZBTB14,ABCA3,ANO3,AC027117.2,FGF18,GDNF-AS1
GDI1,ANKRA2,HS3ST3A1,METTL14,ROCR,THRA1/BTR
LINC00667,ZNF236,AC174065.1,EXT2,ASIC2,AC090510.2
OSBPL1A,AC243964.3,LYPLAL1-AS1,ANKS3,AP001033.2,YPEL4
AC100861.1,PLCE1,INPP5D,MTMR6,ARMCX1,AL355304.1
UNC13B,MINK1,LINC01139,SNX10,AC104850.2,AC106895.1
TUBGCP3,NDUFAF7,KF459542.1,RSU1,FBLN7,AL139289.3
ZCCHC7,ZFHX4,LINC02476,AC018413.1,ZNF468,AC010319.4
FCHO2,CERK,AL022323.1,TSC22D2,SPOCK3,Z99943.1
ELP4,FEM1A,AL022323.5,CADPS2,SCN3B,AC034102.8
CC2D2A,INTS12,IQUB,LINC01234,FOXD4L1,SYNE1-AS1
DBR1,RBM28,AC007066.3,SLC25A51,AC010271.2,AC244517.5
DCAF17,MCM10,ADAMTS1,AKIRIN2,TDRD12,AC116351.1
ARSB,RABEP2,AC026726.1,PRIM2,LMOD3,AC006296.3
BAIAP2L2,LETM2,AL365181.4,ZNF678,AL033527.4,AC091965.4
ZNF140,ANKZF1,FAM181B,AC008966.1,ZDHHC11B,TAC3
EPHX2,ZFYVE9,GAST,AL031963.3,HCG9,LINC02202
ING3,VSIG10,ANKRD31,SCMH1,AC006058.2,AP001496.2
LRRC8B,PTPN23,OSCAR,P3H1,SLC15A2,AC087521.3
TP53I3,TRAPPC8,AC080013.6,CEP19,AC092903.2,RSPO1
ENOX2,KLHL18,FOXJ1,IFI30,RAMACL,SEC14L6
AL133410.1,SECISBP2L,TBC1D8-AS1,RALB,ALG1L,ARHGAP9
TMEM51,ECE1,AC100821.2,KCTD5,AC011773.4,DIAPH2-AS1
POT1,MIEF1,AC211476.2,C5orf66,AC009041.2,AC002558.2
TSACC,RPS6KA5,SLC35G5,MED15,Z92544.2,IRX4
RAD54B,ALDH5A1,AL353708.1,AP001160.3,AC122719.3,PCDH19
TUBG2,PYGO1,AC005972.3,PAXIP1-AS1,DLX2,IPCEF1
